fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,Sep,36,TELANGANA,3629,Kamareddy,1961998,249.235061122556,19,1366,1625.42550639,1186,9,11940,1166836,227324,61361,234122,41117,454.29012,4987.88004418999,60629,88018,156982,304243,28,257666,491624,13126,2908.16441779999,687908,13,41.86,63.39,100.07,NA
2025-2026,Sep,36,TELANGANA,3634,Mancherial,1304698,258.784010656052,32,720,2011.179925003,1326,4,8709,1632875,523018,53662,305403,26619,395.20197,6632.001309003,50941,77064,78054,166311,248,131463,255628,10035,4225.619414,1027532,18,47.97,77.64,100.45,NA
2025-2026,Sep,36,TELANGANA,3646,Narayanpet,1045706,252.102671769331,24,335,180.060815127,1766,0,8306,791090,116100,23118,66790,7345,247.45075,2421.870591227,32374,46868,66289,136346,55,116692,210812,10072,1994.3590261,505925,30,58.23,86.13,100,NA
2025-2026,Nov,36,TELANGANA,3618,Nizamabad,2764970,263.703399463882,20,1288,1874.253292646,2050,16,15952,1494821,306820,63515,302145,46451,759.96315,6576.11023554599,71690,93441,156275,297463,58,263039,483786,18002,3941.89379289999,986024,12,36.69,66.73,100.08,NA
2025-2026,Nov,36,TELANGANA,3621,Warangal,1183022,237.846591933834,23,807,128.246136,1744,5,6442,1035511,154265,27036,288298,40394,442.3568,3033.53055859997,43569,64908,75205,160301,64,129582,261892,8186,2462.92762259997,673810,31,44.26,72.4,100.07,NA
2025-2026,Nov,36,TELANGANA,3626,Jagtial,1682285,291.103184722183,21,516,2284.206006041,2345,1,13625,1237009,309665,45535,82078,8859,529.90292,6415.08152034102,57173,70013,100479,178419,64,170175,276853,15970,3600.97259430002,924804,19,51.33,87.07,100.3,NA
2025-2026,Nov,36,TELANGANA,3627,Jangaon,1513667,250.817722600509,27,704,1626.780210659,3222,2,14263,1331591,268339,32536,289473,27964,384.20061,5350.84704121234,48923,72065,76546,155395,165,115511,222542,17485,3339.86622055334,866922,38,55.36,61.19,100.01,NA
2025-2026,Nov,36,TELANGANA,3630,Bhadradri Kothagudem,2434488,257.754477456272,31,848,2745.586356067,3598,0,17915,2595245,259189,33972,1575128,176451,659.81957,10094.766114527,82454,125489,130728,287696,387,221970,452956,21513,6689.36018846004,1585348,53,55.98,71.56,100.14,NA
2025-2026,Nov,36,TELANGANA,3632,Mahabubabad,2659357,260.095269114333,26,1386,855.3797348,1309,27,15759,2260686,217464,33193,1173998,136031,443.68647,7179.00354033005,84452,139848,134880,281570,174,219289,435523,17068,5879.93733553005,1270196,17,43.98,86.21,100.1,NA
2025-2026,Nov,36,TELANGANA,3646,Narayanpet,1062618,252.763273061149,24,337,2301.974515827,2076,0,8044,806508,117986,21782,68084,6902,347.26176,4687.79229412701,32544,47138,64838,129291,64,114143,201681,10120,2038.55601830001,512849,30,56.97,83.79,100,NA
2025-2026,Nov,36,TELANGANA,3622,Khammam,2845596,287.72193645722,23,2371,7037.084571418,5698,0,22676,2765979,608916,98213,769931,88075,860.3456,15855.758512218,116843,178295,175248,388932,188,319382,660646,28374,7958.32834080005,1653849,23,37.88,57.93,100.09,NA
2025-2026,Nov,36,TELANGANA,3627,Jangaon,1513667,250.681689760078,27,704,1626.780210659,3231,2,14257,1332790,268473,32527,289721,27962,384.20061,5352.04131361234,48933,72087,76540,155375,165,115505,222525,17488,3341.06049295334,867461,38,55.36,61.18,100.01,NA
2025-2026,Nov,36,TELANGANA,3629,Kamareddy,1987709,250.604953374911,19,1383,1641.13786639,1588,9,12403,1197424,233369,59434,237896,40373,623.38415,5265.32587328999,61255,89119,155520,296840,39,255836,483299,13991,3000.80385689999,704084,19,40.97,61.29,100.08,NA
2025-2026,Nov,36,TELANGANA,3635,Nagarkurnool,1868616,255.696340829872,24,789,1218.601169931,4096,6,14616,1438486,426436,58255,246983,34975,628.81006,5525.567295281,59786,86196,104815,213824,153,202884,386579,18712,3678.15606535,931035,32,77.27,82.06,100.18,NA
2025-2026,Nov,36,TELANGANA,3639,Rangareddy,1259098,318.291486220448,25,600,1328.467340826,4187,17,13733,988977,321231,46617,118843,21159,754.00861,5230.3055425044,38502,50294,83278,150396,423,169605,275834,17920,3147.8295916784,654111,44,75.6,84.45,100,NA
2025-2026,Nov,36,TELANGANA,3640,Siddipet,2351146,268.843390859567,34,1017,3365.908868953,5292,23,21011,2785842,608924,60089,130582,9760,696.65184,11552.112805743,81509,120322,122460,256576,239,203122,398984,26303,7489.55209678998,1837435,65,63.96,79.98,100.05,NA
2025-2026,Nov,36,TELANGANA,3642,Suryapet,3121990,259.974023756825,21,3615,4191.758388286,5537,11,20977,2950310,588917,78973,597536,75432,658.79159,12520.589598586,134567,226637,176529,388719,58,282326,594535,26514,7670.03962029999,1804812,22,54.99,55.74,100.08,NA
2025-2026,Nov,36,TELANGANA,3644,Yadadri Bhuvanagiri,1412304,277.732118092399,25,1080,1776.878355321,2578,3,13822,1572091,320208,37407,194859,18538,626.47863,6769.55861796098,61016,78230,89177,176220,77,156741,288774,16400,4366.20163263998,1220095,44,78,90.32,100.05,NA
2025-2026,Nov,36,TELANGANA,3645,Mulugu,877760,277.180727785319,27,307,1184.336197979,807,0,5715,821135,113273,19666,356006,41722,286.44453,3746.80869707898,30012,48634,52654,113675,61,85215,176115,6522,2276.02796909998,440458,24,38.75,75.85,100.05,NA
2025-2026,Nov,36,TELANGANA,3620,Karimnagar,1350589,258.930571266281,27,990,2248.484133787,1897,9,13996,1315096,390871,43312,10907,1187,430.0208,6083.690519287,48679,63275,79587,159747,508,138152,257546,15893,3405.1855855,947158,22,51.52,61.01,100,NA
2025-2026,Nov,36,TELANGANA,3622,Khammam,2880000,287.718819717871,23,2371,7037.084571418,5698,0,22759,2769143,609615,98192,770707,88075,860.3456,15864.775727318,116869,178338,175247,388896,191,319378,660598,28457,7967.34555590005,1655433,24,37.82,57.8,100.09,NA
2025-2026,Nov,36,TELANGANA,3623,Nalgonda,3699808,283.314267045081,29,3581,3007.3734272,8900,23,24065,4691882,818380,99866,1246191,100698,1058.99245,17359.1369761201,160888,255817,220306,492907,242,376038,780672,32965,13292.7710989201,2923357,39,57.52,79.12,100.07,NA
2025-2026,Nov,36,TELANGANA,3634,Mancherial,1396871,259.324620601019,32,726,2045.733631603,1779,1,8732,1658083,532206,51324,308925,25438,533.40187,6878.952950603,51238,77576,77079,159737,272,129429,247023,10511,4299.817449,1041765,19,46.18,75.94,100.44,NA
2025-2026,Nov,36,TELANGANA,3639,Rangareddy,1259098,318.586349091909,25,601,1328.467340826,4223,17,13705,996717,323457,46629,120064,21176,754.00861,5257.8802519044,38614,50454,83317,150462,427,169622,275851,17928,3175.4043010784,659012,44,75.55,84.33,100,NA
2025-2026,Nov,36,TELANGANA,3645,Mulugu,885000,277.243340305467,27,309,1184.336197979,807,0,5724,822799,113667,19559,356691,41412,286.44453,3751.93615957898,30036,48668,52605,113030,62,85005,175006,6531,2281.15543159998,441265,24,38.76,75.67,100.05,NA
2025-2026,Nov,36,TELANGANA,3617,Medak,2160000,266.314284795044,28,959,2227.540347087,1657,23,12631,2000098,337163,45613,336459,31958,636.33379,8190.42082098698,69538,112182,112930,239259,163,171675,338199,14288,5326.54668389998,1170606,21,46.09,85.9,100.26,NA
2025-2026,Nov,36,TELANGANA,3620,Karimnagar,1350589,259.435310070697,26,989,2248.484133787,1897,9,13996,1312233,390145,43308,10891,1187,430.0208,6082.900686187,48664,63242,79578,159731,503,138152,257540,15893,3404.3957524,945426,22,51.5,61.01,100,NA
2025-2026,Nov,36,TELANGANA,3624,Jogulamba Gadwal,1242924,307.087964017556,17,404,1259.264857149,2516,0,12402,594262,157733,43333,9118,2803,339.86226,3424.03419387901,33596,52056,83817,188147,34,169931,360364,14918,1824.90707673001,298687,42,64,63.73,100.08,NA
2025-2026,Nov,36,TELANGANA,3625,Hanumakonda,981983,254.171095483698,22,500,1136.519458047,836,3,6198,839138,207934,31587,31268,3602,430.90726,3700.27296526699,37481,54332,57846,120505,74,97573,195060,7034,2132.84624721999,541071,29,38.76,83.22,100.02,NA
2025-2026,Nov,36,TELANGANA,3632,Mahabubabad,2625000,260.163444272331,26,1385,855.3797348,1311,27,15905,2262682,217636,33010,1174820,135487,443.68647,7185.73762893006,84469,139887,134686,280457,174,218425,432690,17216,5886.67142413006,1271253,17,43.98,86.16,100.11,NA
2025-2026,Nov,36,TELANGANA,3636,Nirmal,2779536,257.925957289006,29,1066,2257.846314012,2678,4,13951,2519819,484167,48744,650392,45943,558.98973,9316.10332171226,85523,135793,127839,248711,403,182017,331519,16629,6499.26727770026,1503365,29,25.54,80.15,100.12,NA
2025-2026,Nov,36,TELANGANA,3637,Peddapalli,1180500,275.30458108291,26,950,2714.5012811,2657,2,8018,1203663,254824,33808,49928,4439,413.90199,6442.14265089998,45941,62630,70855,155949,107,124724,251165,10675,3313.73937979998,829880,15,45.91,69.8,100,NA
2025-2026,Nov,36,TELANGANA,3638,Sangareddy,2616561,258.377734618586,25,830,1812.49333294,3639,24,13896,1767539,617331,72928,247045,31570,756.0856,7135.50615964001,70172,103267,121404,232639,54,219338,390995,17535,4566.92722670001,1081453,14,37.07,79.23,100.14,NA
2025-2026,Nov,36,TELANGANA,3639,Rangareddy,1259098,318.397770876557,25,601,1328.467340826,4202,17,13725,993535,322598,46620,119445,21163,754.00861,5245.8692437044,38547,50362,83290,150421,427,169605,275832,17927,3163.3932928784,656757,44,75.62,84.43,100,NA
2025-2026,Nov,36,TELANGANA,3620,Karimnagar,1282896,259.5106401663,26,988,2248.484133787,1895,9,13975,1309441,389396,43309,10869,1187,430.0208,6076.643655487,48654,63227,79572,159693,491,138152,257508,15870,3398.1387217,943526,22,51.48,61.02,100,NA
2025-2026,Nov,36,TELANGANA,3624,Jogulamba Gadwal,1242924,306.945321811151,17,401,1259.264857149,2511,0,12389,590542,156878,43356,9092,2815,339.86226,3411.76815947901,33520,51952,83828,188318,33,169967,360596,14900,1812.64104233001,297199,42,63.89,63.75,100.08,NA
2025-2026,Nov,36,TELANGANA,3634,Mancherial,1332187,259.398368970763,32,723,2045.733631603,1736,1,8756,1655703,531327,51413,308557,25458,533.40187,6874.002078603,51196,77498,77098,159941,267,129590,247512,10492,4294.866577,1040289,19,46.17,75.99,100.44,NA
2025-2026,Nov,36,TELANGANA,3636,Nirmal,2744278,257.940053442691,29,1066,2257.846314012,2678,4,13934,2518212,483729,48774,650261,46022,558.98973,9312.31342261226,85516,135777,127865,248886,402,182052,331716,16612,6495.47737860026,1502489,29,25.53,80.29,100.11,NA
2025-2026,Nov,36,TELANGANA,3643,Wanaparthy,1351593,302.874749570239,21,477,1266.112420243,2971,5,10486,836510,131455,23207,110301,13654,380.96181,4180.651797873,39298,53201,69153,138902,60,132102,253310,13457,2533.57756763,565591,40,70.6,88.92,100.15,NA
2025-2026,Dec,36,TELANGANA,3615,Vikarabad,3556152,279.321176948299,37,1572,4793.862090326,5622,16,22070,3477722,997794,74704,459442,37156,739.86008,15247.7361917159,92484,154801,127813,273060,322,191981,386815,27692,9714.01402138994,1960743,53,85.6,92.46,100.07,NA
2025-2026,Dec,36,TELANGANA,3620,Karimnagar,1391737,260.49093163081,27,990,2248.484133787,1938,8,13977,1333393,396336,43292,11029,1186,450.47791,6172.329891787,48784,63466,79589,159689,555,138134,257456,15915,3473.36784800001,958356,22,51.62,60.89,100,NA
2025-2026,Dec,36,TELANGANA,3626,Jagtial,1706478,291.958079523161,21,519,2284.206006041,2348,1,13663,1251736,313923,45476,82625,8857,526.37495,6465.12534234103,57319,70209,100456,178249,71,170142,276665,16011,3654.54438630003,935181,19,50.79,85.52,100.37,NA
2025-2026,Dec,36,TELANGANA,3629,Kamareddy,2007389,251.093316389361,19,1387,1641.13786639,1616,9,12406,1208296,235899,59347,239118,40342,629.36498,5304.45334458999,61383,89334,155461,296435,43,255765,482870,14022,3033.95049819999,710520,19,40.78,60.92,100.08,NA
2025-2026,Dec,36,TELANGANA,3644,Yadadri Bhuvanagiri,1712776,278.055922726746,25,1082,1776.878355321,2682,3,13981,1584921,323219,37370,196162,18524,621.76516,6805.61022636098,61135,78446,89183,176074,83,156593,288409,16663,4406.96671103998,1227968,45,77.71,89.76,100.05,NA
2025-2026,Dec,36,TELANGANA,3619,Adilabad,3452154,277.508595531359,43,1382,2449.927704256,4444,5,20062,3664247,551754,39234,1926657,109438,634.6991,13253.2271907559,84153,150533,109929,232886,760,174673,344321,24506,10168.6003864999,1855264,49,59.49,85.13,100.6,NA
2025-2026,Dec,36,TELANGANA,3621,Warangal,1210019,238.385963399319,23,808,234.872136,1793,4,6652,1044079,155161,27041,289812,40387,483.409,3207.21891879998,43656,65096,75193,160301,68,129539,261844,8445,2488.93778279998,678205,33,44.4,72.1,100.07,NA
2025-2026,Dec,36,TELANGANA,3624,Jogulamba Gadwal,1264065,306.479254147476,18,407,1259.264857149,2537,0,12421,617665,163516,43189,9559,2802,373.60529,3525.88523227901,33932,52558,83772,187666,50,169871,359868,14958,1893.01508513001,308314,42,64.69,64.38,100.08,NA
2025-2026,Dec,36,TELANGANA,3638,Sangareddy,2635254,258.628369476305,25,832,1991.03790734,3657,24,13930,1778723,621002,72792,248505,31532,829.46572,7420.78591974001,70272,103442,121329,232232,59,218508,389397,17587,4600.28229240001,1087337,14,37.03,78.92,100.14,NA
2025-2026,Dec,36,TELANGANA,3645,Mulugu,912239,277.509585609687,27,311,1184.336197979,812,0,5772,829725,114666,19410,359697,41086,312.75014,3799.65274717898,30094,48768,52533,112096,67,84221,172504,6584,2302.56640919998,445396,24,39.11,75.64,100.05,NA
2025-2026,Dec,36,TELANGANA,3619,Adilabad,3452154,277.719382977379,43,1378,2449.927704256,4441,5,20059,3660271,550882,39234,1925931,109439,596.81757,13212.0273107559,84123,150475,109928,232884,758,174674,344323,24500,10165.2820364999,1853222,49,59.61,85.34,100.6,NA
2025-2026,Dec,36,TELANGANA,3623,Nalgonda,4130510,283.392028606801,29,3585,3007.3734272,8916,23,24151,4703707,820586,99555,1249037,100702,1090.52688,17427.8309942201,160953,255978,220297,492114,248,375054,777982,33067,13329.9306870201,2929165,40,57.26,78.68,100.07,NA
2025-2026,Dec,36,TELANGANA,3628,Jayashanker Bhopalapally,1252295,253.394990945969,22,603,193.2326268,1944,7,6940,774793,186932,37750,114354,16973,321.82598,2478.345259,34890,54948,69378,155663,48,109420,236321,8884,1963.2866522,419570,20,42.59,58.65,102.31,NA
2025-2026,Dec,36,TELANGANA,3630,Bhadradri Kothagudem,2705942,258.222715149864,31,849,2745.586356067,3675,0,18003,2626697,262103,33876,1591357,175774,678.39536,10206.710028227,82672,125924,130677,286729,415,221835,451757,21678,6782.72831216003,1603564,53,55.69,70.91,100.15,NA
2025-2026,Dec,36,TELANGANA,3631,Kumram Bheem(Asifabad),2294195,242.99829009038,35,818,792.870757515,2911,2,11798,2228340,370148,30331,799781,67055,438.01212,6645.71097491498,62209,106482,88357,183626,193,121796,239318,14709,5414.82809739998,1191863,31,37.44,71.4,100.08,NA
2025-2026,Dec,36,TELANGANA,3634,Mancherial,1675811,259.573983663092,32,729,2045.733631603,1901,1,8659,1662126,533681,51311,309475,25422,550.75769,6910.937993303,51299,77681,77073,159702,279,129409,246959,10560,4314.4466717,1043932,19,46.26,75.73,100.45,NA
2025-2026,Dec,36,TELANGANA,3618,Nizamabad,2793439,264.32940606572,21,1297,1874.253292646,2109,16,16202,1524007,315115,63259,305893,46364,806.94088,6709.59282414599,72226,94277,156140,296451,68,262577,482217,18311,4028.39865149999,1004797,13,36.71,66.05,100.08,NA
2025-2026,Dec,36,TELANGANA,3619,Adilabad,3452154,277.584729637203,43,1381,2449.927704256,4444,5,20059,3663004,551450,39234,1926577,109438,614.78559,13232.6530442559,84141,150515,109928,232883,760,174673,344321,24503,10167.9397499999,1854601,49,59.52,85.19,100.6,NA
2025-2026,Dec,36,TELANGANA,3620,Karimnagar,1391737,260.315421811718,27,990,2248.484133787,1945,8,13979,1334292,396676,43292,11029,1186,464.96596,6186.817941787,48787,63469,79589,159690,559,138134,257457,15924,3473.36784800001,958955,22,51.66,60.89,100,NA
2025-2026,Dec,36,TELANGANA,3621,Warangal,1210019,238.113565734148,23,808,234.872136,1793,4,6639,1043628,155143,27041,289726,40383,469.38621,3189.27818979997,43649,65082,75192,160297,68,129539,261841,8432,2485.01984379997,677930,33,44.42,72.11,100.07,NA
2025-2026,Dec,36,TELANGANA,3630,Bhadradri Kothagudem,2705942,258.405820867105,31,850,2745.586356067,3701,0,17998,2630159,262239,33869,1593917,175731,705.6778,10247.748110127,82700,125971,130666,286660,417,221824,451688,21699,6796.48395406003,1605504,53,55.71,70.89,100.15,NA
2025-2026,Dec,36,TELANGANA,3632,Mahabubabad,2750000,260.334538597107,26,1387,855.3797348,1349,27,16448,2271945,218494,32784,1179446,134920,466.94185,7236.97911773005,84616,140146,134471,279085,185,216758,428503,17797,5914.65753293005,1276567,20,43.9,85.66,100.11,NA
2025-2026,Dec,36,TELANGANA,3634,Mancherial,1675811,259.611284814533,32,729,2045.733631603,1901,1,8669,1663314,534139,51315,309529,25422,557.72141,6921.605887503,51310,77703,77075,159710,280,129409,246963,10570,4318.1508459,1044525,20,46.31,75.72,100.45,NA
2025-2026,Dec,36,TELANGANA,3614,Mahabubnagar,1605736,254.018442798309,29,456,1611.285744026,3148,1,11919,1403691,197276,22882,250457,21775,567.9372,5744.85696392601,46937,62268,78950,139004,161,129342,207258,15067,3565.63401990001,973494,30,49.57,76.79,100.01,NA
2025-2026,Dec,36,TELANGANA,3629,Kamareddy,2007389,250.960972505382,19,1387,1641.13786639,1616,9,12406,1207109,235691,59352,238951,40342,629.36498,5299.87533198999,61373,89319,155462,296447,43,255767,482882,14022,3029.37248559999,709888,19,40.83,60.99,100.08,NA
2025-2026,Dec,36,TELANGANA,3642,Suryapet,3390059,260.326095987465,21,3618,4191.758388286,5695,11,20837,2962616,591728,78264,599182,74682,685.82552,12590.046480186,134680,226876,176143,385451,59,279447,585802,26532,7712.46257189999,1811935,22,54.81,55.52,100.08,NA
2025-2026,Dec,36,TELANGANA,3644,Yadadri Bhuvanagiri,1712776,278.035419582945,25,1082,1776.878355321,2680,3,13947,1583296,322716,37385,195957,18543,621.76516,6800.76719216098,61120,78420,89188,176156,82,156660,288576,16627,4402.12367683998,1227000,45,77.71,89.78,100.05,NA
2025-2026,Oct,36,TELANGANA,3620,Karimnagar,1255850,256.857177212374,26,975,2244.604523787,1720,10,13380,1254207,371651,43527,10561,1185,326.61978,5792.745000387,48199,62404,79572,160285,321,138249,258288,15100,3221.5206966,911283,18,52.9,63.53,100,NA
2025-2026,Oct,36,TELANGANA,3623,Nalgonda,3376631,282.596897290601,28,3575,2992.8734772,8141,23,24375,4646303,811338,104846,1238435,102962,785.39151,16908.5731039201,160625,255248,221954,511674,223,381678,809736,32516,13130.3081167201,2902312,39,58.25,80.57,100.07,NA
2025-2026,Oct,36,TELANGANA,3639,Rangareddy,1245980,318.188963571696,24,595,1315.643822626,3229,17,13922,931972,303915,47298,111353,21331,558.13733,4839.2132002044,37828,49430,83637,152048,305,170173,277810,17151,2965.4320475784,620488,42,75.64,85.41,100,NA
2025-2026,Oct,36,TELANGANA,3641,Rajanna Sirsilla,1062320,269.044359596158,27,427,1186.88653103,1491,5,8887,1012369,241737,35182,161057,12381,279.2116,4189.81982383003,36392,48763,60667,131672,59,99779,203020,10378,2723.72169280003,705139,15,46.09,78.39,100.42,NA
2025-2026,Oct,36,TELANGANA,3615,Vikarabad,3027046,279.136978457104,37,1566,4751.331432226,3015,18,24341,3442063,988235,76374,454713,37590,542.49974,14901.9018270159,92176,154256,128088,277831,278,192439,392168,27356,9608.07065478993,1942727,53,86.64,93.85,100.07,NA
2025-2026,Oct,36,TELANGANA,3617,Medak,2152755,265.289199343133,28,953,2219.908117087,1515,24,12430,1952909,329828,47370,328138,32766,437.34523,7838.10999708698,69095,111476,113514,246470,116,172789,346740,13945,5180.85664999998,1144344,19,45.24,86.56,100.25,NA
2025-2026,Oct,36,TELANGANA,3621,Warangal,1175248,237.089898796589,23,807,124.599096,1422,5,6526,1024175,152773,27537,286472,41121,317.45955,2870.27411699997,43499,64782,75640,163117,54,130205,265127,7948,2428.21547099997,668987,29,43.94,73.26,100.07,NA
2025-2026,Oct,36,TELANGANA,3623,Nalgonda,3376631,283.373872889092,28,3574,2992.8734772,7971,23,24504,4639586,810126,104983,1237271,103202,785.39151,16925.6395214201,160579,255167,221998,512319,220,381797,810607,32475,13147.3745342201,2898919,39,58.21,80.55,100.07,NA
2025-2026,Oct,36,TELANGANA,3637,Peddapalli,1169854,274.658935536666,25,941,2712.2302711,2478,2,7938,1176762,247512,34334,48934,4533,307.42074,6251.73299409997,45759,62341,71157,157901,65,125103,253354,10416,3232.08198299998,817641,13,47.76,75.8,100,NA
2025-2026,Oct,36,TELANGANA,3642,Suryapet,3114307,259.728076022025,21,3608,4190.985588286,4888,11,20908,2922653,581951,84749,592651,78324,492.79052,12274.726513986,134400,226270,178690,411284,44,291229,633543,25796,7590.9504057,1788699,20,58.25,59.53,100.07,NA
2025-2026,Oct,36,TELANGANA,3646,Narayanpet,1058955,252.360139502462,24,335,2215.674256627,1863,0,8216,794753,116553,23119,67051,7346,244.39759,4465.711626127,32417,46936,66292,136356,55,116692,210816,10079,2005.6397795,507697,30,57.14,85.17,100,NA
2025-2026,Oct,36,TELANGANA,3614,Mahabubnagar,1569405,251.862779595956,29,448,1610.606884026,3026,1,11607,1353614,190133,24633,239870,23142,414.41089,5434.267619426,46441,61516,81238,148473,113,138552,226407,14633,3409.2498454,942734,28,49.62,79.27,100.01,NA
2025-2026,Oct,36,TELANGANA,3615,Vikarabad,3027046,278.740427268675,37,1567,5068.769097726,4696,17,22715,3447758,989771,76373,455430,37595,541.77554,15220.8400181159,92218,154330,128092,277844,279,192439,392170,27411,9610.29538038992,1945604,53,86.62,93.78,100.07,NA
2025-2026,Oct,36,TELANGANA,3621,Warangal,1175248,236.839555436338,23,807,124.599096,1468,5,6494,1025230,152822,27535,286746,41094,317.45955,2870.20882019997,43508,64798,75629,163050,54,130190,265055,7962,2428.15017419997,669527,29,44.1,73.3,100.07,NA
2025-2026,Oct,36,TELANGANA,3624,Jogulamba Gadwal,1231990,306.772342442264,16,392,1252.601447149,2074,0,12534,549351,147624,44427,8133,2877,248.65515,3186.513528079,33047,51166,84189,192507,20,170663,365640,14608,1685.25693093,283123,41,67.4,67.42,100.08,NA
2025-2026,Oct,36,TELANGANA,3628,Jayashanker Bhopalapally,1243338,252.159019377739,21,594,186.3731468,1758,7,6635,761802,184222,40523,113314,18161,222.50582,2329.8314196,34646,54529,70958,165972,39,113148,250579,8393,1920.9524528,414627,17,47.56,65.39,102.36,NA
2025-2026,Oct,36,TELANGANA,3637,Peddapalli,1169854,274.339705999824,25,942,2712.2302711,2527,2,7916,1179251,247978,34256,49068,4514,309.49639,6256.88038749998,45776,62367,71128,157606,67,125069,253017,10443,3235.15372639998,818630,14,47.95,75.71,100,NA
2025-2026,Oct,36,TELANGANA,3640,Siddipet,2299835,268.470694286525,34,1015,3356.553838953,4746,24,21327,2782020,608088,61683,130522,9940,521.13732,11346.599568143,81452,120211,123655,262873,224,204741,406304,26073,7468.90840918998,1835749,65,64.1,80.68,100.04,NA
2025-2026,Oct,36,TELANGANA,3642,Suryapet,3114307,258.793870044491,21,3609,4190.985588286,5076,11,20765,2926894,582875,84228,593489,78229,492.79052,12258.398362986,134425,226311,178544,409886,45,290888,631582,25841,7574.6222547,1791222,21,58.25,59.47,100.07,NA
2025-2026,Oct,36,TELANGANA,3645,Mulugu,873972,276.237834719137,26,306,1192.712617479,705,0,5439,803263,110610,20456,348417,43055,209.48271,3621.11164577898,29762,48192,53080,117591,51,86138,181794,6144,2218.91631829998,430891,20,38.34,76.15,100.03,NA
2025-2026,Oct,36,TELANGANA,3614,Mahabubnagar,1569405,251.701942821274,29,448,1610.606884026,3026,1,11605,1350922,189819,24680,239281,23153,414.41089,5425.314694026,46395,61452,81268,148637,112,138656,226686,14631,3400.29692000001,940985,28,49.48,79.24,100.01,NA
2025-2026,Oct,36,TELANGANA,3618,Nizamabad,2741542,262.368088002503,20,1276,1867.284562646,1742,16,15255,1464322,299292,66806,298606,48191,565.91058,6275.10877624601,71272,92810,158715,310179,41,267596,500846,16997,3841.91363360001,968325,8,35.81,66.67,100.08,NA
2025-2026,Oct,36,TELANGANA,3624,Jogulamba Gadwal,1231990,306.992244310969,16,392,1252.601447149,2074,0,12528,549083,147545,44440,8133,2877,248.65515,3186.898821979,33046,51165,84188,192566,20,170663,365714,14602,1685.64222483,283047,41,67.39,67.4,100.08,NA
2025-2026,Oct,36,TELANGANA,3635,Nagarkurnool,1864815,254.817111884094,23,788,1214.835489931,3964,6,14649,1425502,422828,60169,245404,36489,462.68487,5309.943386181,59659,85997,106065,220301,135,204721,394333,18613,3632.42302625,924938,32,77.47,82.51,100.16,NA
2025-2026,Oct,36,TELANGANA,3642,Suryapet,3114307,258.838348196663,21,3609,4190.985588286,5052,11,20776,2925881,582592,84308,593285,78230,492.79052,12257.078158886,134424,226308,178590,410074,45,290943,631800,25828,7573.3020506,1790657,20,58.23,59.46,100.07,NA
2025-2026,Oct,36,TELANGANA,3618,Nizamabad,2741542,261.94071520531,20,1276,1867.284562646,1712,16,15277,1464153,299230,66882,298590,48209,565.91058,6268.40798254601,71269,92806,158758,310423,41,267649,501129,16989,3835.21283990001,968234,8,36.15,67.35,100.08,NA
2025-2026,Oct,36,TELANGANA,3619,Adilabad,2083834,277.131608144843,43,1378,2449.172044256,3914,5,20440,3650604,549424,39595,1920562,110787,417.7382,12983.887816456,84072,150382,110196,234954,723,174418,345560,24354,10116.9775722,1848672,49,61.02,87.46,100.59,NA
2025-2026,Oct,36,TELANGANA,3621,Warangal,1175248,236.616421681102,23,807,124.599096,1452,5,6502,1025040,152815,27537,286647,41130,317.45955,2867.47161479997,43501,64786,75635,163108,54,130199,265117,7954,2425.41296879997,669434,29,44.07,73.31,100.07,NA
2025-2026,Oct,36,TELANGANA,3625,Hanumakonda,968208,252.690873516715,21,497,1130.216108047,752,3,5939,819128,203629,32086,30374,3719,324.54894,3524.626746467,37294,53957,58072,122349,58,98160,197733,6691,2069.86169842,532201,25,38.54,85.38,100.01,NA
2025-2026,Oct,36,TELANGANA,3626,Jagtial,1659839,290.381156129084,21,511,2277.935426041,2162,2,13656,1195325,297972,45963,79643,8882,388.89569,6137.82967054097,56735,69467,100759,179606,43,170536,278139,15818,3470.99855449997,895114,18,50.05,87.8,100.19,NA
2025-2026,Oct,36,TELANGANA,3629,Kamareddy,1979032,249.101018119576,19,1367,1639.64785639,1448,9,11661,1171385,228263,61355,234961,41118,456.24394,5013.82375748999,60720,88155,156976,304221,30,257653,491597,13109,2917.93196109999,689856,13,41.99,63.36,100.07,NA
